Rating,Location,Type of ownership,Sector,Revenue,Years Founded,Min_Salary,Max_Salary,Seniority,HQ_Same,SQL,Excel,Python,Tableau,R,SAS
3.4,VA,Company - Private,Business Services,,2.0,49,112,Senior,0,0,0,0,0,0,0
3.1,VA,Company - Private,Business Services,$10 to $25 million (USD),18.0,49,112,Not specified,1,1,0,0,0,0,0
3.4,VA,Company - Private,Business Services,,2.0,49,112,Senior,0,0,0,0,0,0,0
3.5,VA,Company - Private,"Construction, Repair & Maintenance",$100 to $500 million (USD),22.0,49,112,Not specified,0,0,0,0,0,0,0
3.6,VA,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),58.0,49,112,Not specified,1,1,1,0,0,0,0
3.7,VA,Contract,Information Technology,,24.83732057416268,49,112,Not specified,1,1,1,1,0,1,0
3.6,VA,Company - Public,Business Services,$100 to $500 million (USD),19.0,49,112,Senior,0,0,1,0,0,0,0
3.3,VA,Company - Private,Information Technology,$25 to $50 million (USD),20.0,49,112,Not specified,1,0,0,0,0,0,0
3.3,VA,Company - Private,Information Technology,$25 to $50 million (USD),20.0,49,112,Not specified,1,0,0,0,0,0,0
5.0,FL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,54,Junior,0,1,1,0,0,0,1
5.0,FL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,54,Not specified,0,1,1,0,0,0,1
4.3,FL,College / University,Education,$1 to $2 billion (USD),167.0,30,54,Not specified,1,1,0,1,0,1,1
3.1,FL,Nonprofit Organization,Insurance,$500 million to $1 billion (USD),24.0,30,54,Not specified,1,1,1,0,0,0,1
3.3,FL,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),36.0,30,54,Not specified,1,0,0,0,0,1,1
5.0,FL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,54,Junior,0,1,1,0,0,0,1
5.0,FL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,30,54,Junior,0,1,1,0,0,0,1
3.3,FL,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),36.0,30,54,Not specified,1,1,0,1,1,1,1
3.1,CA,Company - Public,Information Technology,$100 to $500 million (USD),24.0,55,103,Not specified,1,1,1,0,1,0,0
3.6,CA,Company - Private,Information Technology,,10.0,55,103,Senior,1,1,0,1,1,0,0
3.7,CA,Company - Private,Information Technology,$500 million to $1 billion (USD),24.0,55,103,Not specified,0,1,1,1,0,1,0
5.0,CA,Company - Private,Information Technology,$1 to $5 million (USD),6.0,55,103,Not specified,0,1,0,0,1,0,0
,CA,Self-employed,Business Services,,7.0,55,103,Not specified,1,1,1,1,0,1,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,55,103,Not specified,0,1,1,0,0,0,1
3.3,CA,Company - Private,,,15.357142857142858,55,103,Not specified,1,1,1,0,0,1,0
5.0,CA,Subsidiary or Business Segment,Information Technology,$1 to $5 million (USD),2.0,55,103,Not specified,0,1,1,0,1,0,0
3.6,CA,Company - Private,Information Technology,,3.0,55,103,Senior,0,1,0,1,1,1,0
4.3,CA,Company - Private,Business Services,$50 to $100 million (USD),24.0,55,103,Not specified,0,1,0,0,1,0,0
4.3,CA,Company - Private,Information Technology,,6.0,55,103,Not specified,1,1,1,1,1,1,1
3.2,CA,Company - Private,Government,$10 to $25 million (USD),24.0,55,103,Not specified,1,0,0,0,0,0,1
4.5,CA,Company - Private,Business Services,$25 to $50 million (USD),23.0,55,103,Not specified,0,0,1,0,0,0,0
4.3,CA,Company - Private,Finance,,4.0,55,103,Senior,1,1,0,0,1,0,0
,CA,Contract,,,15.357142857142858,55,103,Not specified,0,1,1,1,1,0,0
4.0,CA,Company - Private,Accounting & Legal,Less than $1 million (USD),15.357142857142858,55,103,Not specified,0,0,0,0,0,0,0
,CA,Company - Private,Information Technology,,15.357142857142858,55,103,Not specified,1,1,0,0,1,0,0
3.6,CA,Company - Private,Business Services,$100 to $500 million (USD),20.0,55,103,Not specified,0,1,0,0,0,0,0
3.5,CA,Company - Private,,Less than $1 million (USD),15.357142857142858,55,103,Not specified,1,1,0,1,0,1,0
5.0,CA,Company - Private,Business Services,,9.0,55,103,Not specified,1,1,0,1,0,1,0
3.4,CA,Company - Private,Information Technology,$5 to $10 million (USD),16.078688524590163,55,103,Not specified,0,1,1,0,0,0,0
3.9,CA,Nonprofit Organization,Health Care,$2 to $5 billion (USD),118.0,55,103,Senior,1,1,0,0,0,0,0
3.5,CA,Company - Public,Business Services,$2 to $5 billion (USD),72.0,55,103,Not specified,1,1,1,0,0,0,0
3.2,CA,Company - Private,Health Care,,8.0,55,103,Not specified,1,1,1,1,1,0,0
4.7,CA,Company - Private,Real Estate,,16.078688524590163,55,103,Not specified,1,1,0,0,1,0,0
4.7,CA,Company - Private,Media,,13.0,55,103,Not specified,1,1,0,1,1,1,0
4.0,CA,Company - Private,Information Technology,,6.0,55,103,Not specified,1,1,0,0,1,0,0
3.4,CA,Nonprofit Organization,Health Care,,76.0,55,103,Not specified,1,1,1,0,0,0,0
,CA,Nonprofit Organization,Education,,16.078688524590163,37,70,Not specified,0,0,0,1,0,1,1
3.7,CA,Company - Private,Media,,15.357142857142858,37,70,Not specified,0,1,0,0,0,0,0
4.1,CA,Company - Private,"Construction, Repair & Maintenance",$2 to $5 billion (USD),132.0,37,70,Not specified,1,1,1,0,0,0,0
3.1,CA,Company - Private,Business Services,$10 to $25 million (USD),18.0,37,70,Not specified,0,1,1,0,0,0,0
3.7,CA,Company - Private,Information Technology,$5 to $10 million (USD),20.0,37,70,Not specified,1,0,0,0,0,0,0
,CA,Company - Public,,$5 to $10 million (USD),3.0,37,70,Not specified,1,1,0,1,0,0,0
3.9,CA,Nonprofit Organization,Health Care,$2 to $5 billion (USD),118.0,37,70,Senior,1,0,0,0,1,0,1
3.8,CA,Company - Private,Information Technology,,7.0,37,70,Senior,1,1,0,1,0,0,0
3.5,CA,Subsidiary or Business Segment,Finance,,49.0,37,70,Not specified,1,1,1,1,1,0,0
5.0,CA,Company - Private,,,15.357142857142858,37,70,Not specified,1,1,0,1,1,1,1
3.8,CA,Company - Private,Media,$1 to $2 billion (USD),13.0,37,70,Senior,1,1,0,1,1,1,1
3.8,CA,Company - Private,Business Services,$5 to $10 million (USD),16.078688524590163,37,70,Not specified,1,1,0,0,0,0,0
4.2,CA,College / University,Education,$2 to $5 billion (USD),140.0,37,70,Not specified,1,0,0,0,0,0,0
3.1,CA,Nonprofit Organization,Business Services,$50 to $100 million (USD),47.0,37,70,Junior,0,1,0,0,0,0,1
4.1,CA,Company - Private,Consumer Services,,4.0,37,70,Not specified,1,1,0,0,1,0,0
3.9,CA,Company - Public,Media,$10+ billion (USD),97.0,37,70,Not specified,1,0,1,0,0,0,0
3.5,CA,Company - Private,"Construction, Repair & Maintenance",$10 to $25 million (USD),16.078688524590163,37,70,Not specified,0,0,0,0,0,0,0
3.9,CA,Company - Public,Media,$2 to $5 billion (USD),38.0,37,70,Not specified,1,1,1,1,1,1,0
3.9,CA,Nonprofit Organization,Health Care,$2 to $5 billion (USD),118.0,37,70,Not specified,1,1,0,0,1,0,1
3.9,CA,Company - Private,Finance,$1 to $2 billion (USD),89.0,37,70,Not specified,1,0,0,0,0,0,0
3.7,CA,Subsidiary or Business Segment,Media,$10+ billion (USD),17.0,37,70,Senior,0,1,0,0,1,0,0
4.7,CA,Nonprofit Organization,Health Care,$1 to $2 billion (USD),33.0,37,70,Not specified,1,0,0,0,0,0,0
4.0,CA,Company - Private,Information Technology,,6.0,37,70,Senior,1,1,0,0,0,0,0
3.5,CA,Government,Finance,$2 to $5 billion (USD),82.0,37,70,Senior,1,0,1,0,0,0,0
2.9,CA,Company - Private,Media,$50 to $100 million (USD),24.83732057416268,37,70,Not specified,0,0,0,0,0,0,0
3.1,CA,Company - Public,Finance,$2 to $5 billion (USD),42.0,37,70,Not specified,0,1,1,0,0,0,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,37,70,Junior,0,1,1,0,0,0,1
3.2,CA,Company - Private,Business Services,$10 to $25 million (USD),16.078688524590163,57,103,Not specified,0,0,0,0,0,0,0
5.0,CA,Company - Public,Business Services,,15.357142857142858,57,103,Not specified,1,1,1,0,1,0,0
3.2,CA,Company - Private,Government,$10 to $25 million (USD),24.0,57,103,Not specified,1,0,0,0,0,0,0
3.9,CA,Nonprofit Organization,Health Care,$2 to $5 billion (USD),118.0,57,103,Senior,1,1,0,0,1,0,0
4.5,CA,Company - Private,Media,,30.0,57,103,Senior,1,1,0,0,0,0,0
3.9,CA,Company - Private,Finance,,24.83732057416268,57,103,Not specified,1,1,1,1,1,1,0
5.0,CA,Company - Private,,,15.357142857142858,57,103,Not specified,1,1,1,1,1,0,0
3.1,CA,Nonprofit Organization,Health Care,,23.0,57,103,Not specified,1,0,1,0,0,0,1
3.6,CA,Government,Government,,36.65408805031446,57,103,Senior,1,1,1,0,0,1,1
3.3,CA,Company - Private,Information Technology,$25 to $50 million (USD),19.0,57,103,Senior,1,1,0,1,0,1,0
3.7,CA,Company - Public,Real Estate,,4.0,57,103,Not specified,1,1,1,1,1,1,1
4.6,CA,Subsidiary or Business Segment,Education,,5.0,57,103,Senior,1,1,0,1,0,0,0
4.5,CA,Company - Private,Business Services,,31.0,57,103,Not specified,1,0,1,0,0,0,0
3.9,CA,Company - Public,Information Technology,$5 to $10 billion (USD),23.0,57,103,Not specified,1,0,0,0,0,0,0
3.8,CA,Nonprofit Organization,Health Care,$2 to $5 billion (USD),90.17983651226157,57,103,Not specified,1,0,0,0,0,0,0
3.0,CA,Company - Private,Biotech & Pharmaceuticals,$25 to $50 million (USD),49.0,57,103,Not specified,1,0,1,0,0,0,0
3.9,CA,Company - Private,Business Services,$10 to $25 million (USD),11.0,57,103,Not specified,1,1,0,0,0,0,0
3.4,CA,Company - Private,Information Technology,$1 to $2 billion (USD),22.0,57,103,Not specified,1,1,1,0,1,0,0
3.5,CA,Company - Public,Business Services,$2 to $5 billion (USD),72.0,57,103,Not specified,1,1,1,0,0,0,0
4.0,CA,Company - Public,Media,,1.0,57,103,Senior,0,1,0,1,1,1,0
5.0,CA,Nonprofit Organization,,,15.357142857142858,57,103,Not specified,0,1,0,0,0,0,0
4.5,CA,Company - Private,Media,,3.0,57,103,Not specified,0,1,0,1,1,1,0
4.0,CA,Company - Public,Health Care,,101.0,57,103,Not specified,1,0,0,0,0,0,0
3.5,CA,Company - Public,Business Services,$2 to $5 billion (USD),72.0,57,103,Senior,1,1,1,0,1,0,0
3.4,CA,Company - Public,Media,$5 to $10 billion (USD),41.0,57,103,Not specified,1,0,1,0,0,0,0
2.1,CA,Company - Private,Retail,,8.0,57,103,Not specified,1,1,1,0,1,0,0
3.8,CA,Company - Private,Information Technology,,7.0,57,103,Senior,1,1,0,1,0,0,0
5.0,CA,Company - Private,Information Technology,$50 to $100 million (USD),12.0,35,45,Junior,0,1,1,0,0,0,1
,CA,Company - Private,,,15.357142857142858,35,45,Senior,0,1,0,0,1,0,0
4.0,CA,Nonprofit Organization,Health Care,$10+ billion (USD),75.0,35,45,Senior,1,0,0,0,0,0,1
3.8,CA,Company - Private,Business Services,,37.0,35,45,Senior,0,1,0,1,0,1,0
3.8,CA,Company - Private,Aerospace & Defense,$50 to $100 million (USD),47.0,35,45,Not specified,1,0,0,0,0,0,0
3.6,CA,Subsidiary or Business Segment,Finance,,66.0,35,45,Not specified,1,0,0,0,0,0,0
4.9,CA,Company - Private,Business Services,,15.0,35,45,Not specified,1,1,1,0,1,0,0
3.6,CA,Subsidiary or Business Segment,Finance,,66.0,35,45,Not specified,1,1,0,0,0,0,0
3.4,CA,Company - Private,Information Technology,$1 to $2 billion (USD),22.0,35,45,Not specified,1,1,1,0,1,0,0
4.1,CA,Company - Public,Business Services,$1 to $2 billion (USD),54.0,35,45,Not specified,0,0,0,0,0,0,0
3.4,CA,Company - Private,,Less than $1 million (USD),15.357142857142858,35,45,Senior,0,1,1,1,0,0,0
3.7,CA,Subsidiary or Business Segment,Media,$10+ billion (USD),17.0,35,45,Not specified,0,0,1,0,0,0,0
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,35,45,Not specified,1,1,1,0,1,0,0
3.0,CA,Company - Private,Consumer Services,,7.0,35,45,Senior,1,0,0,1,0,1,0
3.5,CA,Company - Private,Business Services,$100 to $500 million (USD),14.0,35,45,Not specified,0,0,0,0,0,0,0
3.7,CA,Company - Public,Information Technology,$10+ billion (USD),109.0,35,45,Not specified,0,0,1,0,0,0,0
3.6,CA,Company - Private,Manufacturing,$2 to $5 billion (USD),40.0,35,45,Not specified,1,1,0,1,1,1,1
4.6,CA,Company - Private,Business Services,$25 to $50 million (USD),19.0,35,45,Senior,1,1,0,1,1,0,0
3.8,CA,Company - Private,Information Technology,,4.0,35,45,Senior,1,0,0,0,0,0,0
2.7,CA,Company - Public,Media,,72.0,35,45,Not specified,1,0,1,0,0,0,0
3.4,CA,Company - Public,Insurance,$2 to $5 billion (USD),59.0,35,45,Not specified,1,0,1,0,0,0,1
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,35,45,Senior,1,1,1,0,0,0,0
,CA,Company - Private,,,15.357142857142858,35,45,Senior,1,1,0,1,1,1,0
3.7,CA,Company - Public,Real Estate,,4.0,42,66,Not specified,1,1,1,1,1,1,1
3.6,CA,Company - Public,Business Services,$100 to $500 million (USD),26.0,42,66,Not specified,0,0,1,0,0,0,0
4.0,CA,Company - Private,Information Technology,$25 to $50 million (USD),24.0,42,66,Not specified,1,0,0,0,0,0,0
3.0,CA,Company - Private,,,15.357142857142858,42,66,Not specified,0,1,0,0,0,0,0
3.3,CA,Company - Private,Information Technology,$25 to $50 million (USD),22.0,42,66,Senior,0,0,0,0,0,0,0
,CA,Company - Private,,,15.357142857142858,42,66,Not specified,1,1,1,0,1,0,0
4.0,CA,Company - Private,Health Care,$1 to $5 million (USD),15.357142857142858,42,66,Junior,0,1,1,0,1,0,1
4.9,CA,Company - Private,Business Services,$10 to $25 million (USD),15.0,42,66,Senior,1,1,0,1,1,1,1
3.6,CA,Company - Private,Business Services,$100 to $500 million (USD),26.572916666666668,42,66,Not specified,0,1,0,0,0,0,0
3.6,CA,Subsidiary or Business Segment,Finance,,66.0,42,66,Not specified,1,1,0,0,1,0,0
5.0,CA,Company - Private,Consumer Services,Less than $1 million (USD),16.078688524590163,42,66,Senior,1,1,0,0,0,0,0
3.8,CA,Company - Public,Aerospace & Defense,$10+ billion (USD),81.0,42,66,Senior,0,0,0,0,0,0,0
4.3,CA,Company - Private,Business Services,$50 to $100 million (USD),24.0,42,66,Senior,0,0,0,0,0,0,0
4.2,CA,Company - Private,Information Technology,$10 to $25 million (USD),26.0,42,66,Senior,1,1,0,0,0,0,0
3.9,CA,Company - Private,Media,,10.0,42,66,Not specified,1,0,0,0,0,0,0
4.1,CA,Company - Public,Information Technology,$10+ billion (USD),44.0,42,66,Not specified,1,1,1,1,1,1,0
3.4,CA,Company - Private,Information Technology,$1 to $5 million (USD),15.357142857142858,42,66,Not specified,0,1,1,1,0,0,0
3.8,CA,Company - Private,Retail,,9.0,42,66,Senior,1,1,0,1,1,0,0
3.5,CA,Company - Private,,,16.078688524590163,42,66,Not specified,0,0,0,0,0,0,0
3.8,CA,Company - Private,Information Technology,,4.0,42,66,Senior,1,1,0,1,1,1,1
,CA,Company - Private,,,15.357142857142858,42,66,Not specified,0,0,0,0,0,0,0
3.6,CA,Subsidiary or Business Segment,Finance,,66.0,42,66,Not specified,1,0,1,0,0,0,0
3.4,CA,Company - Public,Retail,$100 to $500 million (USD),25.0,42,66,Not specified,1,1,1,1,1,0,0
3.1,CA,Company - Private,Information Technology,$10 to $25 million (USD),18.0,42,66,Senior,1,1,0,0,1,0,0
1.0,CA,Company - Public,,,15.357142857142858,42,66,Not specified,1,0,0,0,0,0,0
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,42,66,Not specified,1,1,1,0,1,0,0
4.7,CA,Company - Private,Business Services,,6.0,65,81,Senior,1,1,0,1,1,0,0
3.9,CA,Company - Private,Manufacturing,$100 to $500 million (USD),85.0,65,81,Junior,0,1,1,1,0,0,0
2.5,CA,Company - Public,Health Care,,26.0,65,81,Senior,1,1,1,1,0,0,0
3.5,CA,Company - Private,Business Services,$10 to $25 million (USD),41.0,65,81,Not specified,1,0,0,0,0,0,0
3.8,CA,Company - Private,Business Services,$5 to $10 million (USD),19.0,65,81,Not specified,1,0,1,0,0,0,0
3.8,CA,Company - Private,Business Services,$5 to $10 million (USD),16.078688524590163,65,81,Junior,1,1,0,0,0,0,0
4.0,CA,Company - Public,Manufacturing,$10+ billion (USD),148.0,65,81,Senior,0,1,0,1,1,0,0
4.1,CA,Nonprofit Organization,Insurance,$10+ billion (USD),81.0,65,81,Not specified,1,0,0,0,0,0,1
3.8,CA,Company - Public,Manufacturing,$5 to $10 billion (USD),38.0,65,81,Junior,0,1,1,1,0,0,0
3.0,CA,Company - Public,Finance,$1 to $2 billion (USD),30.0,65,81,Not specified,0,1,1,0,1,0,0
3.3,CA,Company - Public,Retail,,17.0,65,81,Not specified,1,1,1,1,0,0,0
5.0,CA,Company - Private,,Less than $1 million (USD),15.357142857142858,65,81,Not specified,0,1,1,0,1,0,0
2.6,CA,Company - Public,,$100 to $500 million (USD),24.83732057416268,65,81,Senior,1,1,0,1,0,1,0
3.3,CA,Nonprofit Organization,Education,$50 to $100 million (USD),17.0,65,81,Not specified,1,1,1,1,1,1,0
3.5,CA,Company - Private,Business Services,$100 to $500 million (USD),14.0,65,81,Not specified,0,0,0,0,0,0,0
3.0,CA,Company - Public,Finance,$1 to $2 billion (USD),30.0,65,81,Senior,0,0,0,0,0,0,0
3.2,CA,Nonprofit Organization,Insurance,$2 to $5 billion (USD),43.0,65,81,Not specified,1,1,1,0,0,0,1
4.7,CA,Company - Private,Media,,13.0,65,81,Senior,1,1,0,1,1,1,0
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,65,81,Senior,1,1,1,0,1,0,1
2.5,CA,Company - Private,Manufacturing,$10 to $25 million (USD),16.078688524590163,65,81,Not specified,0,0,0,0,0,0,0
3.3,CA,Company - Private,"Construction, Repair & Maintenance",,101.0,65,81,Not specified,1,0,0,0,0,0,0
,CA,Company - Private,,,15.357142857142858,65,81,Senior,1,0,0,0,0,0,0
2.9,CA,Nonprofit Organization,Health Care,$50 to $100 million (USD),94.0,113,132,Not specified,1,1,1,0,0,0,0
5.0,CA,Company - Private,,,16.078688524590163,113,132,Not specified,0,0,0,0,0,0,0
,CA,Company - Public,,Less than $1 million (USD),7.0,113,132,Not specified,1,0,0,0,0,0,0
4.0,CA,Company - Private,,,16.078688524590163,113,132,Not specified,0,0,1,0,0,0,0
5.0,CA,Company - Private,Business Services,,7.0,113,132,Senior,1,1,1,1,0,0,0
3.3,CA,Company - Private,"Construction, Repair & Maintenance",,101.0,113,132,Not specified,1,0,0,0,0,0,0
2.9,CA,Company - Private,Accounting & Legal,,24.83732057416268,113,132,Not specified,0,0,1,0,0,0,0
3.2,CA,Nonprofit Organization,Insurance,$2 to $5 billion (USD),43.0,113,132,Not specified,1,1,1,0,0,0,1
3.3,CA,Company - Private,Business Services,$1 to $2 billion (USD),56.0,113,132,Not specified,1,0,0,0,0,0,0
3.8,CA,Company - Private,Business Services,$5 to $10 million (USD),16.078688524590163,113,132,Senior,1,1,0,0,0,0,0
4.0,CA,Company - Private,Accounting & Legal,Less than $1 million (USD),15.357142857142858,113,132,Senior,0,0,0,0,0,0,0
4.1,CA,Nonprofit Organization,Insurance,$10+ billion (USD),81.0,113,132,Senior,1,1,1,0,1,0,1
2.8,CA,Company - Private,Information Technology,$10 to $25 million (USD),29.0,113,132,Not specified,0,0,1,0,0,0,0
3.9,CA,Company - Public,Media,$10+ billion (USD),97.0,113,132,Not specified,1,1,1,0,0,0,0
3.4,CA,Nonprofit Organization,Health Care,$100 to $500 million (USD),165.0,113,132,Senior,0,1,0,1,1,0,0
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,113,132,Senior,1,1,1,0,1,0,1
3.1,CA,Company - Public,Insurance,$10+ billion (USD),40.0,113,132,Senior,1,0,1,0,0,0,0
2.4,CA,Nonprofit Organization,,,24.83732057416268,113,132,Not specified,1,1,0,0,0,0,0
3.7,CA,Subsidiary or Business Segment,Media,$10+ billion (USD),17.0,113,132,Not specified,0,1,1,0,0,0,0
3.3,CA,Company - Private,Business Services,$1 to $2 billion (USD),56.0,113,132,Not specified,1,0,0,0,0,0,0
4.6,CA,Company - Private,Business Services,,21.0,113,132,Not specified,1,0,0,0,0,0,0
2.9,CA,Company - Private,Business Services,,7.0,113,132,Not specified,1,0,1,0,0,0,0
3.6,CA,Nonprofit Organization,Health Care,$1 to $2 billion (USD),61.0,113,132,Not specified,1,1,1,0,0,0,0
3.8,CA,Company - Private,Information Technology,,4.0,113,132,Senior,1,1,0,1,0,1,0
3.4,CA,Company - Public,Insurance,$2 to $5 billion (USD),59.0,113,132,Not specified,1,0,1,0,0,0,1
3.9,IL,Company - Public,Finance,$500 million to $1 billion (USD),29.0,60,66,Not specified,1,1,0,1,1,0,0
3.7,IL,Company - Private,"Arts, Entertainment & Recreation",,20.0,60,66,Not specified,1,1,0,0,1,0,0
3.7,IL,Company - Private,Information Technology,$100 to $500 million (USD),13.0,60,66,Not specified,0,1,0,0,0,0,0
5.0,IL,Company - Private,Business Services,$100 to $500 million (USD),21.0,60,66,Not specified,0,1,0,0,0,0,0
3.2,IL,Company - Private,Health Care,,19.0,60,66,Not specified,1,1,1,1,1,0,0
3.4,IL,Company - Public,Business Services,$5 to $10 billion (USD),74.0,60,66,Junior,0,1,1,0,0,0,0
3.4,IL,Company - Public,Business Services,$5 to $10 billion (USD),74.0,60,66,Not specified,0,1,1,1,1,1,0
3.8,IL,Subsidiary or Business Segment,Business Services,,19.0,60,66,Not specified,0,1,0,0,1,0,0
2.8,IL,Company - Private,Manufacturing,,21.0,60,66,Not specified,1,1,0,0,0,0,0
3.3,IL,Company - Public,Information Technology,$1 to $2 billion (USD),34.0,60,66,Not specified,1,1,0,0,0,0,1
3.7,IL,Company - Private,Transportation & Logistics,$100 to $500 million (USD),9.0,60,66,Junior,0,0,1,0,0,0,0
4.0,IL,College / University,Education,$2 to $5 billion (USD),130.0,60,66,Not specified,1,0,1,0,0,1,0
3.9,IL,Company - Private,Business Services,$100 to $500 million (USD),20.0,60,66,Not specified,0,0,0,0,1,0,0
,IL,Company - Private,,,15.357142857142858,60,66,Junior,0,1,1,0,0,0,0
4.6,IL,Company - Private,Business Services,$50 to $100 million (USD),10.0,60,66,Junior,1,1,1,0,0,0,0
4.6,IL,Company - Private,Business Services,$50 to $100 million (USD),10.0,60,66,Not specified,1,1,0,0,0,0,0
4.1,IL,Company - Private,Manufacturing,$10+ billion (USD),134.0,60,66,Not specified,0,0,1,0,0,0,0
3.3,IL,Company - Private,Finance,$1 to $2 billion (USD),21.0,60,66,Not specified,0,1,1,0,0,0,0
3.3,IL,Nonprofit Organization,Non-Profit,$2 to $5 billion (USD),41.0,60,66,Not specified,1,0,1,0,1,0,0
4.7,IL,Company - Private,Business Services,$10 to $25 million (USD),26.0,60,66,Not specified,1,1,0,0,1,0,1
4.3,IL,Contract,Information Technology,$25 to $50 million (USD),23.0,60,66,Not specified,1,1,0,0,0,0,0
3.2,IL,Subsidiary or Business Segment,Finance,$2 to $5 billion (USD),138.0,60,66,Not specified,1,1,0,1,1,1,1
3.3,IL,Company - Private,Business Services,$1 to $2 billion (USD),56.0,60,66,Not specified,0,1,1,0,0,0,0
3.1,IL,Subsidiary or Business Segment,Manufacturing,$500 million to $1 billion (USD),49.0,60,66,Not specified,1,0,1,0,0,0,0
3.5,IL,School / School District,Education,,137.0,60,66,Not specified,1,0,0,0,0,0,0
3.3,IL,Government,Government,,183.0,60,66,Not specified,1,0,1,0,0,0,0
3.8,IL,Private Practice / Firm,Finance,,21.0,60,66,Not specified,1,0,1,0,0,0,0
3.8,IL,Company - Private,Business Services,$1 to $2 billion (USD),73.0,60,66,Not specified,0,1,1,0,0,1,0
3.7,IL,Company - Public,Finance,$10+ billion (USD),203.0,60,66,Not specified,0,1,0,1,1,1,1
3.2,IL,Subsidiary or Business Segment,Finance,$2 to $5 billion (USD),138.0,60,66,Not specified,1,0,0,1,0,1,1
4.2,IL,Company - Private,Information Technology,$1 to $2 billion (USD),21.0,73,82,Not specified,0,0,0,1,0,0,0
4.6,IL,Company - Private,Health Care,,9.0,73,82,Senior,1,1,0,1,1,1,0
3.2,IL,Company - Public,Manufacturing,$10+ billion (USD),5.0,73,82,Not specified,0,0,1,0,0,0,0
3.5,IL,Company - Private,Information Technology,,15.357142857142858,73,82,Not specified,1,1,1,1,1,1,0
3.7,IL,Nonprofit Organization,Health Care,$500 million to $1 billion (USD),8.0,73,82,Not specified,1,0,1,1,0,1,0
3.9,IL,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,73,82,Not specified,0,0,1,0,0,0,0
,IL,Company - Private,,,15.357142857142858,73,82,Not specified,0,0,0,0,0,0,0
3.4,IL,Company - Public,Manufacturing,$2 to $5 billion (USD),76.0,73,82,Senior,0,1,0,1,0,1,0
4.1,IL,Company - Public,Business Services,$5 to $10 million (USD),3.0,73,82,Not specified,0,1,1,0,0,0,0
5.0,IL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,73,82,Junior,1,1,1,0,0,0,1
3.5,IL,Company - Private,Transportation & Logistics,$500 million to $1 billion (USD),7.0,73,82,Senior,0,1,1,1,0,1,0
3.7,IL,Subsidiary or Business Segment,Business Services,,36.65408805031446,73,82,Not specified,0,1,1,0,0,0,0
4.0,IL,Company - Private,Business Services,,15.357142857142858,73,82,Not specified,0,1,0,1,0,1,1
3.5,IL,,,Less than $1 million (USD),13.0,73,82,Not specified,0,1,1,1,0,0,0
3.6,IL,Company - Private,Media,,5.0,73,82,Not specified,1,1,0,1,1,1,0
3.0,IL,Government,Government,,24.83732057416268,73,82,Not specified,1,0,1,0,0,0,0
3.9,IL,Company - Private,Information Technology,$100 to $500 million (USD),18.0,73,82,Not specified,0,0,0,1,0,0,0
5.0,IL,Company - Private,Information Technology,$50 to $100 million (USD),12.0,73,82,Not specified,1,1,1,0,0,0,1
4.7,IL,Company - Private,Business Services,$10 to $25 million (USD),26.0,73,82,Not specified,1,1,1,1,1,1,0
3.5,IL,School / School District,Education,,137.0,73,82,Not specified,1,1,0,0,0,0,1
3.2,IL,Company - Private,Biotech & Pharmaceuticals,,5.0,73,82,Not specified,1,1,1,0,0,0,0
,IL,Company - Private,,,15.357142857142858,73,82,Not specified,1,0,1,0,0,0,0
4.6,IL,Company - Private,Information Technology,$25 to $50 million (USD),24.0,73,82,Not specified,1,1,1,1,1,1,0
4.2,IL,Company - Private,Information Technology,$1 to $5 million (USD),15.357142857142858,73,82,Senior,0,1,0,1,1,1,0
3.9,IL,Subsidiary or Business Segment,Business Services,$2 to $5 billion (USD),37.0,73,82,Not specified,0,0,1,0,0,0,0
3.9,IL,Nonprofit Organization,Non-Profit,,29.0,73,82,Senior,0,0,0,0,0,0,0
4.8,IL,Company - Private,Finance,$50 to $100 million (USD),6.0,73,82,Senior,1,1,0,1,1,1,0
,IL,Company - Private,"Construction, Repair & Maintenance",,16.078688524590163,67,92,Not specified,1,0,1,0,0,0,0
4.0,IL,Company - Private,Accounting & Legal,Less than $1 million (USD),15.357142857142858,67,92,Not specified,0,1,0,0,0,0,0
3.9,IL,Hospital,Health Care,$1 to $2 billion (USD),183.0,67,92,Not specified,1,1,0,0,0,0,1
2.7,IL,Company - Private,Business Services,$100 to $500 million (USD),22.0,67,92,Not specified,0,0,0,0,0,0,0
